text,target
"From: keith@cco.caltech.edu (Keith Allan Schneider) Subject: Re: >>>>>>Pompous ass Organization: California Institute of Technology, Pasadena Lines: 14 NNTP-Posting-Host: punisher.caltech.edu  livesey@solntze.wpd.sgi.com (Jon Livesey) writes:  >>>How long does it [the motto] have to stay around before it becomes the >>>default?  ...  Where's the cutoff point?  >>I don't know where the exact cutoff is, but it is at least after a few >>years, and surely after 40 years. >Why does the notion of default not take into account changes >in population makeup?       Specifically, which changes are you talking about?  Are you arguing that the motto is interpreted as offensive by a larger portion of the population now than 40 years ago?  keith ",alt.atheism
"From: keith@cco.caltech.edu (Keith Allan Schneider) Subject: Re: Political Atheists? Organization: California Institute of Technology, Pasadena Lines: 11 NNTP-Posting-Host: punisher.caltech.edu  arromdee@jyusenkyou.cs.jhu.edu (Ken Arromdee) writes:  >>The motto originated in the Star-Spangled Banner.  Tell me that this has >>something to do with atheists. >The motto _on_coins_ originated as a McCarthyite smear which equated atheism >with Communism and called both unamerican.  No it didn't.  The motto has been on various coins since the Civil War. It was just required to be on *all* currency in the 50's.  keith ",alt.atheism
"From: zyeh@caspian.usc.edu (zhenghao yeh) Subject: Delaunay Triangulation Organization: University of Southern California, Los Angeles, CA Lines: 9 Distribution: world NNTP-Posting-Host: caspian.usc.edu   Does anybody know what Delaunay Triangulation is? Is there any reference to it?  Is it useful for creating 3-D objects? If yes, what's the advantage?  Thanks in advance.  Yeh USC ",comp.graphics
"From: prb@access.digex.com (Pat) Subject: Re: nuclear waste Organization: Express Access Online Communications USA Lines: 45 NNTP-Posting-Host: access.digex.net  In article <1993Apr6.125608.7506@mksol.dseg.ti.com> mccall@mksol.dseg.ti.com (fred j mccall 575-3539) writes: |In <1993Apr2.150038.2521@cs.rochester.edu> dietz@cs.rochester.edu (Paul Dietz) writes: |>> |>>Paul, quite frankly I'll believe that this is really going to work on |>>the typical trash one needs to process when I see them put a couple |>>tons in one end and get (relatively) clean material out the other end, |>>plus be able to run it off its own residual power.  Sounds almost like |>>perpetual motion, doesn't it? | |I will believe that this process comes even close to approaching |technological and economic feasibility (given the mixed nature of the |trash that will have to be run through it as opposed to the costs of |separating things first and having a different 'run' for each |actinide) when I see them dump a few tons in one end and pull |(relatively) clean material out the other.  Once the costs, |technological risks, etc., are taken into account I still class this |one with the idea of throwing waste into the sun.  Sure, it's possible |and the physics are well understood, but is it really a reasonable |approach?  |  How is it ever going to be an Off- the Shelf Technology if someone doesn't do it?  Maybe we should do this as part of the SSF design goals. ;-)  Gee fred.  After your bitter defense of 20 KHz power as a Basic technology for SSF, Id think you would support a minor research program like this.  And does anyone who knows more Particle physics then me,  know if the IPNS could Prove this technology?  | |>The real reason why accelerator breeders or incinerators are not being |>built is that there isn't any reason to do so.  Natural uranium is |>still too cheap, and geological disposal of actinides looks |>technically reasonable. |  It may also help there is political gridlock on the entire nuclear technical agenda.  There were big political opponenents to Fast Breeder Technologies.  WIPP is being fought to death in Courts. Even if you could make a nuclear incinerator, do you really think even Deaf SMith County Nevada would accept it?  NIMBY'ism rules nuclear power concerns.  Only the medical community has been able to overrule  nuclear  technology opposition.   ",sci.space
"From: timmbake@mcl.ucsb.edu (Bake Timmons) Subject: Re: Amusing atheists and agnostics Lines: 66   James Hogan writes:  timmbake@mcl.ucsb.edu (Bake Timmons) writes: >>Jim Hogan quips:  >>... (summary of Jim's stuff)  >>Jim, I'm afraid _you've_ missed the point.  >>>Thus, I think you'll have to admit that  atheists have a lot >>more up their sleeve than you might have suspected.  >>Nah.  I will encourage people to learn about atheism to see how little atheists >>have up their sleeves.  Whatever I might have suspected is actually quite >>meager.  If you want I'll send them your address to learn less about your >>faith.  >Faith?  Yeah, do you expect people to read the FAQ, etc. and actually accept hard atheism?  No, you need a little leap of faith, Jimmy.  Your logic runs out of steam!  >>>Fine, but why do these people shoot themselves in the foot and mock >>>the idea of a God?  ....  >>>I hope you understand now.  >>Yes, Jim.  I do understand now.  Thank you for providing some healthy sarcasm >>that would have dispelled any sympathies I would have had for your faith.  >Bake,  >Real glad you detected the sarcasm angle, but am really bummin' that >I won't be getting any of your sympathy.  Still, if your inclined >to have sympathy for somebody's *faith*, you might try one of the >religion newsgroups.  >Just be careful over there, though. (make believe I'm >whispering in your ear here)  They're all delusional!  Jim,  Sorry I can't pity you, Jim.  And I'm sorry that you have these feelings of denial about the faith you need to get by.  Oh well, just pretend that it will all end happily ever after anyway.  Maybe if you start a new newsgroup, alt.atheist.hard, you won't be bummin' so much?  >Good job, Jim. >.  >Bye, Bake.   >>[more slim-Jim (tm) deleted]  >Bye, Bake! >Bye, Bye!  Bye-Bye, Big Jim.  Don't forget your Flintstone's Chewables!  :)  -- Bake Timmons, III  -- ""...there's nothing higher, stronger, more wholesome and more useful in life than some good memory..."" -- Alyosha in Brothers Karamazov (Dostoevsky) ",alt.atheism
"From: keith@cco.caltech.edu (Keith Allan Schneider) Subject: Re: <Political Atheists? Organization: California Institute of Technology, Pasadena Lines: 9 NNTP-Posting-Host: lloyd.caltech.edu  kmr4@po.CWRU.edu (Keith M. Ryan) writes:  >>But chimps are almost human... >Does this mean that Chimps have a moral will?  Well, chimps must have some system.  They live in social groups as we do, so they must have some ""laws"" dictating undesired behavior.  keith ",alt.atheism
"From: nahess@mir.gatech.edu (Nicholas A. Hess) Subject: Hitatchi Raster Format (HRF)? Organization: USGS Center for Spatial Analysis Technologies Lines: 19 NNTP-Posting-Host: mir.gatech.edu Keywords: HRF   Our shop uses a package called CADCore - very good - to scan and subsequently vectorize original maps into digital maps. The problem is that once the raster file is loaded into the CADCore package, a header is added to the .HRF file which makes it unreadable by the supplied converter. We would like to be able to ship some of the already-altered raster images for further use on our workstations. So, here are my questions:   (1) What is the Hitachi format? - I need this format so I can recognize precisely what to strip out. I strongly suspect that it's a compressed format - if so, then t might not be possible for me to strip out the offending header.   (2) Are there any UNIX packages that read and recognize HRF? It would be really nice to find some sort of ""hrftopbm"" converter out there. ;)   I've already searched some of the more well-known ftp sites which contain graphics formats documentation, with no luck. So, if you know, or knwo someone who knows - please email! Thanks.  ",comp.graphics
"From: jack@robotics.jpl.nasa.gov (Jack Morrison) Subject: Fixed-point math library Organization: Jet Propulsion Laboratory Lines: 11 Distribution: usa Reply-To: jack@robotics.jpl.nasa.gov NNTP-Posting-Host: medusa.jpl.nasa.gov  Has anyone written or seen a C library or C++ class for fixed-point math, or good articles about same?  I pretty much know how to do this, but I have a few other wheels to invent at the moment...  Thanks! --- ""How am I typing? Call 1-818-354-7782""               jack@robotics.jpl.nasa.gov Jack Morrison/Jet Propulsion Lab/MS107-102 4800 Oak Grove Dr, Pasadena CA 91109  ",comp.graphics
"From: rcomg@melomys.co.rmit.oz.AU (Mark Gregory) Subject: AVI file format? Summary: AVI file format? Keywords: AVI file format? Organization: Royal Melbourne Institute of Technology Lines: 18 NNTP-Posting-Host: melomys.cse.rmit.edu.au   Hi, 	would someone please email the new AVI file 	format.  I'm sure that many people would  like to know what it is exactly.  Thank you   Mark Gregory Lecturer m.gregory@rmit.edu.au PH(03)6603243 FAX(03)6621060 Royal Melbourne Institute of Technology, Department of Communication and Electronic Engineering, P.O. Box 2476V, Melbourne, Victoria, 3001. AUSTRALIA. -- Mark Gregory Lecturer m.gregory@rmit.edu.au PH(03)6603243 FAX(03)6621060 Royal Melbourne Institute of Technology, Department of Communication and Electronic Engineering, P.O. Box 2476V, Melbourne, Victoria, 3001. AUSTRALIA. ",comp.graphics
"Subject: Re: Who's next? Mormons and Jews? From: <ISSCCK@BYUVM.BITNET> Organization: Brigham Young University Lines: 160   Dan Sorenson (viking@iastate.edu) writes:  #In <mcclaryC5snpq.KB1@netcom.com> mcclary@netcom.com (Michael McClary) #writes: #        Just thought I'd clear up a few of the murky areas... # #>Actually, after surviving being driven out of Nauvoo, and later Carthage, #>the Mormons DID fortify Utah.  They still arm themselves to ""defend the #>faith"", and stockpile food as well.  They have been involved in quite a #>lot of illegal activity - including multiple (and often underage) wives #>for the leaders - a practice still in vogue with some splinters of their #>sect.  The parallels between Koresh and Joseph Smith are striking. #                                         ^^^^^^^^^^^^  By ""they,"" you mean the leaders of the lds church?  I grant you that when Joseph Smith was still alive, plenty of ""accusations"" were filed, most of which had little bearing with reality, as evidenced by various verdicts. I have studied lds history for 15 years now, and I have yet to see prove that the lds leadership was involved, in quote: ""illegal activities."" Plural marriage, yes, but your charge of ""underage"" wives sounds like it could have originated from a tabloid, and discredits the high moral standards which characterized these leaders and families, unlike, as it appears, those of David Koresh.  #        Joseph Smith started the sect.  After he and his brother Hyram #were murdered in a Nauvoo, Il. jail cell, church membership split over #who to follow.  Initially, Smith was considered a prophet (just like #Mohammed, a rather interesting parallel considering Muslims consider #Christ to be a prophet the same as Jews, I'm led to understand.  Make #no mistake, this was no messiah we're talking about in Smith).  The  And neither did he claim he was.  As the church reflects the moral aptitude of its leaders (and especially those of Joseph Smith), I have nothing but the highest respect for this inspired man, whose only ""crime"" was that he refused to deny that he had seen a vision...  Many have tried to explain the ""Smith phenomenon"" away, but the bold presence of an 8.5 million member strong church stands as a witness that Joseph Smith's testimony had enough resilience and power to carry on the message.  #thought at the time was that the gift of prophecy was to be handed #down father to son.  After Joseph Smith died, his son was only #entering his teens.  Brigham Young and a few others claimed to have #been bequeathed the gift and leadership prior to his death.  The #Council of Twelve, the Church governing body, wasn't of much help #here, and this basic conflict is still a wedge between the sects. #Brigham Young took his followers to Salt Lake.  The rest waited #for Smith Jr. to grow up enough to assume leadership.  The other #claimants to the leadership were soon ignored, like Mike Dukakis. ;-)  ""The rest"" were apostates and excommunicated members of the Church, while the great majority of the membership, the Twelve, and the various auxiliary organizations, chose to accept Brigham Young as the new prophet and leader of the Church.  If you knew your lds scriptures and doctrine, you would have known that Brigham Young was the FIRST in line to fill the prophet Joseph Smith's vacancy: he was the senior apostle in the Quorum, and various comments made by Joseph indicated that it was Brigham who would lead the latter-day exodus to the West.  Other rightful ""heirs"" were either dead (Hyrum Smith) or excommunicated (Oliver Cowdery), and while persecutions abounded and intensified, Joseph Smith had already given orders to look for a new place, an empty land beyond the boundaries of the United States (at that time).  This ""Rekhabite"" principle (pseudographia) was well understood and antipated by the great majority of lds faithful, and was not questioned by them.  Granted, a couple of ""do-it-yourselfers"" stayed behind, unwilling to sacrifice and to undertake the perilous journey to the unknown, but this also was necessary to separate the tares from the wheat.  The church benefitted from this purification process: they became even more unified and willing to carry out their mission to the world.  #        Both sects practiced the ""1-year food stockpile"" doctrine, #and this being frontier and farming country most carried or at #least owned weapons.  There is little evidence that they were a #militaristic sect, given that they tended to move on rather than #face large-scale opposition.  Brigham Young, having suffered a #great deal getting to Salt Lake, seems to have been quite #justified in making military training a good thing.  Remember, #this was far beyond where even the US Army went, and these people #had nobody to turn to save themselves. # #        Just a little context to put this all in perspective.  BTW, since when is the Church of Jesus Christ of Latter-day Saints (one of the largest denominations in the country) a ""sect""???  It didn't ""splinter"" from any other religion, as did say, the Southern Baptists or Methodists.  #>So what did the Mormons get?  It seems that J. Edgar Hoover was very #>impressed with the way they kept secrets.  (They're pledged to defend #>secrets with their lives and atone for sin with blood.  Many actually #>do - even to the point of suicide.)  What a balloney.  Suicide is sinful and against the law of God.  I am not comfortable with this alleged ""cosiness"" with Mammon: I assure you that *many* among us reject this attitude categorically.  Period.  Our ONLY true allegiance is to our God and to the leaders which He has appointed to represent Him.  In any regard, to read this TRASH (about suicide and ""atone for sins with blood"") is yet another insulting misrepresentation of what my church believes in and stands for...  # #        The RLDS, the Reorganized LDS, are friendly rivals of the LDS #and delight in telling stories about them, which generates quick retorts #from the LDS members and everybody has a grand time.  At no time have #I ever even heard this hinted at.  I'm taking it with a salt block.  Make it a really big salt mountain with a glacier on top.  #>  So he hired virtually no one but #>Mormons, until the FBI was almost exclusively staffed by members of the #>Church of Later Day Saints.  Though J. Edgar is finally gone, the FBI #>personnel (especially the field agents) are still heavily Mormon. #>I have often wondered how this might affect the FBI's treatment #>of religious organizations a Mormon would consider heretical.  Preposterous.  Even if this were true (reliable data, please), I am convinced that those officers would perform to the highest codes of honor and conduct (that's why they were selected for in the first place, remember?).  Besides, one of our Articles of Faith STRONGLY states the principle of freedom of religion, and that all people are free to worship ""*how*, *where*, or *what* they may.""  #        If it's true, there would be little affect.  LDS and RLDS #philosophy is that all other religions have strayed from the true #Church as set down by Jesus, but that God will judge each on his #own merits.  In addition, the RLDS also contend (and the LDS may #as well) that ignorance of the True Way (tm) is an excuse.  You #can only be condemned if you had been tought the way and rejected #it.  In short, LDS and RLDS suffer everybody from Lutherans to #Buddhists, secure in the knowledge that though they are wrong they #will not be penalized for ignorance.  It is more likely that Hoover #liked them because of their rather strict upbringings which forbade #alcohol, tobacco, hot drink (like coffee or tea), and the like. #These people are the ""salt of the Earth"" and as such are more #easily made to follow orders and have few vices to be used against them.  A good explanation, I can accept that.  You are right that lds people are sometimes a little too cosy with Mammon's ""orders"" (the late president Kimball, for example, was an exception with his strong opposition of the selection of the MX ""Peace Keeper"" missile maze in Utah).  #        That's my somewhat educated guess, anyway.  Both sects have #splinter groups that don't mirror the masses, but these are small #and rare, and hardly worth noting their common ancestry. # #        None of this has any relevance to guns, though.  When a #man's religion is used to deny him the right of self-protection with #the weapons suitable for the job, he'll find an ally in me. # #< Dan Sorenson, DoD #1066 z1dan@exnet.iastate.edu viking@iastate.edu > #<  ISU only censors what I read, not what I say.  Don't blame them.  > #<     USENET: Post to exotic, distant machines.  Meet exciting,      > #<                 unusual people.  And flame them.                   >   Casper C. Knies              isscck@byuvm.bitnet Brigham Young University     isscck@vm.byu.edu UCS Computer Facilities ",talk.religion.misc
"From: mikec@sail.LABS.TEK.COM (Micheal Cranford) Subject: Re: *** The list of Biblical contradictions Distribution: usa Organization: Tektronix, Inc., Beaverton,  OR. Lines: 37  Jim Brown wrote :  [ deleted ] >I feel that those who use the KJV as a basis for arguing Biblical  >contradictions are either being intellectually dishonest (purposefully >wanting to show the Bible in the worst light possible), or they are >being mentally lazy and are taking the easy way out.  Either way, they >leave the theist the option of countering with, ""Well, that's just the >KJV, that's not what my XXX version says."" [ deleted ]    Unfortunately, it's not that simple.  The KJV is preferred by the majority of fundamentalists (at least here).  The second part of your argument fails as well, since that statement can be used against any version (not just the KJV).  [ deleted ] >I've based my argument on one of the best modern translations >available which is based on the work of the leading Biblical scholars."" [ deleted ]    I would not find this statement to be very useful since it is an appeal to authority and the opposition will just claim that their authorities are ""better"".  A second tact that local creationists have used is to reply ""but those scholars are atheists and cannot be believed"" (they will also use this phrase to describe any theologians that they don't agree with).  [ deleted ] >>>/GEN 30:39 And the flocks conceived before the rods, and brought forth >>>/cattle ringstraked, speckled, and spotted. [ deleted ]    The verse being discussed clearly claims that sympathetic magic works (i.e. placing stripped sticks in the cattle breeding grounds causes stripped and spotted calves to be born) and should be attacked on that basis (no biologist has ever observed this claimed correlation).  ",talk.religion.misc
"From: sandvik@newton.apple.com (Kent Sandvik) Subject: Re: Davidians and compassion Organization: Cookamunga Tourist Bureau Lines: 27  In article <C5sLAs.B68@blaze.cs.jhu.edu>, arromdee@jyusenkyou.cs.jhu.edu (Ken Arromdee) wrote: >  > In article <sandvik-190493200420@sandvik-kent.apple.com> sandvik@newton.apple.com (Kent Sandvik) writes: > >So we have this highly Christian religious order that put fire > >on their house, killing most of the people inside. >  > We have no way to know that the cultists burned the house; it could have been > the BATF and FBI.  We only have the government's word for it, after all, and > people who started it by a no-knock search with concussion grenades are hardly > disinterested observers.  Well, looking at the videos it seems that this fire started in various places at the same time, which would indicate that this was a planned action. I'm sure FBI and BATF didn't *deliberately* start a possible fire, having a sniper kill Korresh would have been a far easier  method. Looking at the careful operation, and use of tear gas that as I know don't start fires, it is less likely that this  was the case.  Sorry, but my bets are on fanatical people keen to start Armageddon -- theirs.  Cheers, Kent --- sandvik@newton.apple.com. ALink: KSAND -- Private activities on the net. ",talk.religion.misc
"From: cdcolvin@rahul.net (Christopher D. Colvin) Subject: Re: Rosicrucian Order(s) ?! Nntp-Posting-Host: bolero Organization: a2i network Lines: 26  In article <1qvibv$b75@usenet.INS.CWRU.Edu> ch981@cleveland.Freenet.Edu (Tony  Alicea) writes: > >In a previous article, cdcolvin@rahul.net (Christopher D. Colvin) says: > >>I worked at AMORC when I was in HS. > >OK: So you were a naive teen. > >>He [HS Lewis] dates back to the 20's.  > >Wrong: 1915 and if you do your homework, 1909. >But he was born LAST century (1883). > >> >>Right now AMORC is embroiled in some internal political turmoil.  > >No it isn't.  > >  I guess the San Jose Mercury news is wrong then, and if so, why is the DA  involved?    --  Christopher D. Colvin <cdcolvin@rahul.net> ",talk.religion.misc
"From: kmr4@po.CWRU.edu (Keith M. Ryan) Subject: Re: Burden of Proof Organization: Case Western Reserve University Lines: 41 NNTP-Posting-Host: b64635.student.cwru.edu  In article <1993Apr21.182030.888@batman.bmd.trw.com> jbrown@batman.bmd.trw.com writes: >Actually, both are positive arguments.  (""Positive"" may not be the best >description here due to possible misunderstanding, but it's the term you >used.)  Positive arguments/assertions can be both affirmative (i.e. God  >exists) and negative (i.e. God does not exist).  Both carry an equal  >burden of proof because they are both asserting that a certain idea >is true.  The default condition, in the absence of a preponderance of >evidence either way, is that the proposition or assertion is undecidable. >And the person who takes the undecidable position and says that he/she >simply disbelieves that the proposition is true, is the only one who >holds no burden of proof.  This is why the so-called ""weak atheist"" >position is virtually unassailable -- not because it stands on a firm >foundation of logical argument, but because it's proponents simply >disbelieve in the existence of God(s) and therefore they hold no burden >of proof.  When you don't assert anything, you don't have to prove >anything.  That's where weak atheism draws its strength.  But its >strength is also its Achilles' heel.  Without assertions/axioms, one >has no foundation upon which to build.  As a philosophy, it's virtually >worthless.  IMO, of course.  	So, if I were to assert that there are no thousand year old  invisible pink unicorns* residing in my walls, I need to support this with  evidence? I think the _lack_ of evidence shall suffice.   	* Who happen to like listening to satanic messages found in playing  Beethoven's 45th symphony backwards. ---          ""FBI officials said cult leader David Koresh may have           forced followers to remain as flames closed in. Koresh's           armed guard may have injected as many as 24 children with           poison to quiet them.""          -                  ""And God saw everything he had made, and, behold, in was very           good.""           Genesis 1:31  ",talk.religion.misc
"From: stgprao@st.unocal.COM (Richard Ottolini) Subject: Re: Rumours about 3DO ??? Organization: Unocal Corporation Lines: 5  They need a hit software product to encourage software sales of the product, i.e. the Pong, Pacman, VisiCalc, dBase, or Pagemaker of multi-media. There are some multi-media and digital television products out there already, albeit, not as capable as 3DO's.  But are there compelling reasons to buy such yet?  Perhaps someone in this news group will write that hit software :-) ",comp.graphics
"From: baalke@kelvin.jpl.nasa.gov (Ron Baalke) Subject: Successful Balloon Flight Measures Ozone Layer Organization: Jet Propulsion Laboratory Lines: 96 Distribution: world NNTP-Posting-Host: kelvin.jpl.nasa.gov Keywords: JPL News-Software: VAX/VMS VNEWS 1.41      Forwarded from: PUBLIC INFORMATION OFFICE JET PROPULSION LABORATORY CALIFORNIA INSTITUTE OF TECHNOLOGY NATIONAL AERONAUTICS AND SPACE ADMINISTRATION PASADENA, CALIF. 91109. (818) 354-5011  Contact:  Mary A. Hardin  FOR IMMEDIATE RELEASE                              April 15, 1993 #1506       Scientists at NASA's Jet Propulsion Laboratory report the successful flight of a balloon carrying instruments designed to measure and study chemicals in the Earth's ozone layer.       The April 3 flight from California's Barstow/Daggett Airport reached an altitude of 37 kilometers (121,000 feet) and took measurements as part of a program established to correlate data with the Upper Atmosphere Research Satellite (UARS).         The data from the balloon flight will also be compared to readings from the Atmospheric Trace Molecular Spectroscopy (ATMOS) experiment which is currently flying onboard the shuttle Discovery.       ""We launch these balloons several times a year as part of an ongoing ozone research program.  In fact, JPL is actively involved in the study of ozone and the atmosphere in three important ways,"" said Dr. Jim Margitan, principal investigator on the balloon research campaign.         ""There are two JPL instruments on the UARS satellite,"" he continued.  ""The ATMOS experiment is conducted by JPL scientists, and the JPL balloon research provides collaborative ground truth for those activities, as well as data that is useful in its own right.""       The measurements taken by the balloon payload will add more pieces to the complex puzzle of the atmosphere, specifically the mid-latitude stratosphere during winter and spring.  Understanding the chemistry occurring in this region helps scientists construct more accurate computer models which are instrumental in predicting future ozone conditions.       The scientific balloon payload consisted of three JPL instruments:  an ultraviolet ozone photometer which measures ozone as the balloon ascends and descends through the atmosphere; a submillimeterwave limb sounder which looks at microwave radiation emitted by molecules in the atmosphere; and a Fourier transform infrared interferometer which monitors how the atmosphere absorbs sunlight.        Launch occurred at about noontime, and following a three- hour ascent, the balloon floated eastward at approximately 130 kilometers per hour (70 knots).  Data was radioed to ground stations and recorded onboard.  The flight ended at 10 p.m. Pacific time in eastern New Mexico when the payload was commanded to separate from the balloon.       ""We needed to fly through sunset to make the infrared measurements,"" Margitan explained, ""and we also needed to fly in darkness to watch how quickly some of the molecules disappear.""       It will be several weeks before scientists will have the completed results of their experiments.  They will then forward their data to the UARS central data facility at the Goddard Space Flight Center in Greenbelt, Maryland for use by the UARS scientists.           The balloon was launched by the National Scientific Balloon Facility, normally based in Palestine, Tex., operating under a contract from NASA's Wallops Flight Facility.  The balloon was launched in California because of the west-to-east wind direction and the desire to keep the operation in the southwest.       The balloons are made of 20-micron (0.8 mil, or less than one-thousandth of an inch) thick plastic, and are 790,000 cubic meters (28 million cubic feet) in volume when fully inflated with helium (120 meters (400 feet) in diameter).  The balloons weigh between 1,300 and 1,800 kilograms (3,000 and 4,000 pounds).  The scientific payload weighs about 1,300 kilograms (3,000) pounds and is 1.8 meters (six feet) square by 4.6 meters (15 feet) high.       The JPL balloon research is sponsored by NASA's Upper Atmosphere Research Program and the UARS Correlative Measurements Program.                                                        #####      ___    _____     ___     /_ /|  /____/ \  /_ /|     Ron Baalke         | baalke@kelvin.jpl.nasa.gov     | | | |  __ \ /| | | |     Jet Propulsion Lab |  ___| | | | |__) |/  | | |__   M/S 525-3684 Telos | Being cynical never helps  /___| | | |  ___/    | |/__ /| Pasadena, CA 91109 | to correct the situation  |_____|/  |_|/       |_____|/                     | and causes more aggravation                                                   | instead. ",sci.space
"From: enf021@cck.coventry.ac.uk (Achurist) Subject: Re: Abyss: breathing fluids Nntp-Posting-Host: cc_sysk Organization: Coventry University Lines: 31  In article <93089.204431GRV101@psuvm.psu.edu> Callec Dradja <GRV101@psuvm.psu.edu> writes: >I am a bit nervous about posting this beacause it is begining to >stray fron the topic of space but then again that doesn't seem to >stop alot of other people. :-) > >With all of this talk about breathing at high pressures, I began >to think about the movie Abyss. If you remember, in that movie one >of the characters dove to great depths by wearing a suit that used >a fluid that carries oxegen as opposed to some sort of gas. Now I >have heard that mice can breath this fluid but for some reason, humans >are unable to. Does anyone know more details about this? > >Gregson Vaux >  I believe the reason is that the lung diaphram gets too tired to pump the liquid in and out and simply stops breathing after 2-3 minutes. So if your in the vehicle ready to go they better not put you on  hold, or else!! That's about it. Remember a liquid is several more times as dense as a gas by its very nature. ~10 I think, depending on the gas and liquid comparision of course!  Acurist         ",sci.space
