,Unnamed: 0,text,target
293,293,from munizbrwtms2decnetrockwellcom rwtms2munizb subject space activities in tucson az  xadded forwarded by space digest organization via international space university originalsender isuvacationvenaricscmuedu distribution sci lines 7  i would like to find out about space engineering employment and educational opportunities in the tucson arizona area  email responses appreciated my mail feed is intermittent so please try one or all of these addresses  ben muniz      w8185863578      munizbrwtms2decnetbeachrockwellcom  or  bmuniza1tms1remnetabcom  munizbrwtms2decnetconsrtrockwellcom  ,2
294,294,from perrydsinccom jim perry subject re socmotss et al princeton axes matching funds for boy scouts articleid dsi1pq6skinnhi4 distribution usa organization decision support inc lines 28 nntppostinghost dsidsinccom  in article 1993apr322110125314midwayuchicagoedu shoumidwayuchicagoedu writes in article 1pi0dhinn8ubdsidsinccom perrydsinccom jim perry writes bigots never concede that their bigotry is irrational it is other people who determine that by examining their arguments  no  i  expected it youve set yourself up a wonderful little world where a bigot is whomever you say it is  this is very  comfortable for youimagine never having to entertain an argument against your belief system  simply accuse the person making of being a bigot    well this particular thread of vituperation slopped its venom over into altatheism where we spend most of our time entertaining arguments against our belief system without resorting to accusing others of bigotry  its somewhat ironic that our exposure to bigotry happens in this instance to have originated in recscouting since i always understood scouting to teach tolerance and diversity  i understand bigotry to be irrational prejudice against other people who happen to be of a different race religion ethnic background sex or other inconsequential characteristics  all the evidence ive seen indicates that sexual orientation and lack of belief in gods are exactly such inconsequential characteristics  thus pending further evidence i conclude that those who show prejudice against such people are bigots and organizations that exclude such people are discriminatory   jim perry   perrydsinccom   decision support inc matthews nc these are my opinions  for a nominal fee they can be yours ,0
295,295,from ralphbuttigiegf635n713z3fidozetaorgau ralph buttigieg subject commercial point of view organization fidonet gate admin is fidosocsutseduau lines 29  original to szabotechbookcom gday szabotechbookcom  29 mar 93 0728 szabotechbookcom wrote to all   sc szabotechbookcom nick szabo via kralizec 3713602   sc here are some longerterm markets to consider  here are some more   terrestrial illumination from orbiting mirrors   world enviroment and disaster monitering system the japanese have already developed a plan for this called wedos although this may be more of a public good   space tourism   energy relay satellites  ta  ralph   golded 241   origin vulcans world  sydney australia 02 6356797  37136 3713635  ,2
296,296,from marshallcsugradcsvtedu kevin marshall subject re some thoughts organization virginia tech computer science dept blacksburg va lines 72 nntppostinghost csugradcsvtedu keywords dan bissell  bissdasaturnwwcedu dan lawrence bissell writes  9some reasons why he wouldnt be a liar are as follows  who would  die for a lie  wouldnt people be able to tell if he was a liar  people  gathered around him and kept doing it many gathered from hearing or seeing  someone who was or had been healed  call me a fool but i believe he did  heal people    anyone who dies for a cause runs the risk of dying for a lie  as for people being able to tell if he was a liar well weve had grifters and charlatans since the beginning of civilization  if david copperfield had been the messiah i bet he could have found plenty of believers   jesus was hardly the first to claim to be a faith healer and he wasnt the first to be witnessed  what sets him apart  9niether was he a lunatic  would more than an entire nation be drawn  to someone who was crazy  very doubtful in fact rediculous  for example  anyone who is drawn to david koresh is obviously a fool logical people see  this right away  rubbish  nations have followed crazies liars psychopaths and  megalomaniacs throughout history  hitler tojo mussolini khomeini qadaffi stalin papa doc and nixon come to mindall from this century koresh is a nonissue   9therefore since he wasnt a liar or a lunatic he must have been the  real thing    take a discrete mathematics or formal logic course  there are flaws in your logic everywhere  and as im sure others will tell you read the faq   9some other things to note  he fulfilled loads of prophecies in  the psalms isaiah and elsewhere in 24 hrs alone  this in his betrayal  and crucifixion  i dont have my bible with me at this moment next time i  write i will use it  of course you have to believe the bible first  just because something is written in the bible does not mean it is true and the age of that tome plus the lack of external supporting evidence makes it less credible  so if you do quote from the bible in the future try to back up that quote with  supporting evidence  otherwise you will get flamed mercilessly   9i dont think most people understand what a christian is  it  is certainly not what i see a lot in churches  rather i think it  should be a way of life and a total sacrafice of everything for gods  sake  he loved us enough to die and save us so we should do the  same  hey we cant do it god himself inspires us to turn our lives  over to him  thats tuff and most people dont want to do it to be a  real christian would be something for the strong to persevere at  but  just like weight lifting or guitar playing drums whatever it takes  time  we dont rush it in one day christianity is your whole life   it is not going to church once a week or helping poor people once in  a while  we box everything into time units  such as work at this  time sports tv social life  god is above these boxes and should be  carried with us into all these boxes that we have created for  ourselves  9    just like weight lifting or guitar playing eh  i dont know how you  define the world total but i would imagine a total sacrafice sp of everything for gods sake would involve more than a time commitment  you are correct about our tendency to box everything into time units would you explain how one should involove god in sports and hehehe television                                                           kevin marshall             computer science department   virginia tech                  marshallcsugradcsvtedu   blacksburg virginia                      703 2326529  ,0
297,297,from apd2cvirginiaedu andrew paul dickens subject re computer graphics to vcr organization university of virginia lines 16   9getting an image from a computer monitor to a videotape is harder than it looks  the standard vga and ega outputs are  very different than the ntsc format used by televisions  while there is equipment that will do the conversion it is hard to get your hands on and costs quite a bit  9if you have access to an amiga computer that has an ntsc output you can transfer certain types of graphic files by modem and tape them from the ntsc output  unfortunately this would be framebyframe and would lead to unbelievably scratchy animation unless you had a good amiga animation program  9otherwise see if your local public access cable station has equipment that you can use  ,1
298,298,subject re imaginary friends  dragons  mice from martiniccwfccutexasedu sheilagh mbe ohare organization the university of texas at austin austin texas nntppostinghost tiggerccutexasedu lines 17  he sounds really cute morte  kinds like petes dragon maybe smaller maybe a different species winged  shakespear winged  ive always hat a horde of mice to turn to for fun  sort of that kind of mouse in cinderella walt disney  i grew up sort of as an only child part time my siblings were 1086 years older than me so i was pretty commonly a different sort of charater in their games read non speaking hot cocoagoffer stand in still silent bad guygood guyetc so my mice were playmates more than advisors  could curt or whomever has a good list of books please post such list in all sorts of fields like jungian condensed buddistetc philosophies multiple personailty disorders or good fiction that has well worked imaginary friends  thanks sheilagh wanting a bunch of library catalouge topics to search thru ,3
299,299,from adamswstratuscom mark adam subject re space food sticks organization stratus computer inc lines 22 distribution world nntppostinghost paixswstratuscom keywords food  in article 1pr5u2t0bagateberkeleyedu ghelfvioletberkeleyedu rd48 writes  the taste is hard to describe although i remember it fondly  it was  most certainly more candy than say a modern power bar  sort of  a toffee injected with vitamins  the chocolate power bar is a rough  approximation of the taste  strawberry sucked    peanut butter was definitely my favorite i dont think i ever took a second bite of the strawberry  i recently joined nutrisystem and their chewy fudge bar is very reminicent of the chocolate space food this is the only thing i can find that even comes close the taste it takes you back your tastebuds are happy and your intestines are in knots joy     mark  adampaixswstratuscom99my opinions are not those of stratus 99999hell i dont even agree with myself  9logic is a wreath of pretty flowers that smell bad ,2
300,300,from raynetcomcom ray fischer subject re after 2000 years can we say that christian morality is organization netcom san jose california lines 25  frankd012s658uucp frank odwyer writes  plus questions for you  why do subjectivistsrelativistsnihilists get so  het up about the idea that relativism is better than objectivism   to the degree that relativism is a more accurate decription of the truth than is objectivism it provides more power and ability to control events  assuming for the moment that morals are relative then two relativists can recognize that neither has a lock on the absolute truth and they can proceed to negotiate a workable compromise that produces the desired results  assuming that there is an absolute morality two disagreeing  objectivists can either be both wrong or just one of them right there is no room for compromise  once you beleive in absolute morals you must accept that you are amoral or that everyone who disagrees with you is amoral  given a choice between a peaceful compromise or endless contention id say that compromise seems to be better    ray fischer                   convictions are more dangerous enemies of truth raynetcomcom                 than lies   friedrich nietzsche ,3
301,301,from scrowehemelbullcouk simon crowe subject point within a polygon summary algorithm to find if a point is bound by a polygon keywords point polygon nntppostinghost bogart organization bull hn uk lines 7  i am looking for an algorithm to determine if a given point is bound by a  polygon does anyone have any such code or a reference to book containing information on the subject   99regards  999simon ,1
302,302,from rwd4fpoeaccvirginiaedu rob dobson subject re a message for you mr president how do you know what happened organization university of virginia lines 12  in article sandvik190493200323sandvikkentapplecom sandviknewtonapplecom kent sandvik writes  im mostly angry why the davidians didnt spare the children the awful suffering see my other posting im in a bad temper  well dozens of children left the compound between the original batf assualt and the fbi assault 7 weeks later so if koresh really wanted to kill children why did he let so many go    legalize freedom ,3
303,303,from nsmcaauroraalaskaedu subject re portable small ground stationdir articleid aurora1993apr51857001 organization university of alaska fairbanks lines 21 nntppostinghost acad3alaskaedu  in article c4zgam2njzootorontoedu henryzootorontoedu henry spencer writes  in article 1993apr22147051auroraalaskaedu nsmcaauroraalaskaedu writes how difficult would it be to set up your own ground station    ground station for what  at one extreme some of the amateurradio  satellites have sometimes been reachable with handheld radios  at the  other nothing you can do in your back yard will let you listen in on  galileo  please be more specific     all work is one mans work              henry spencer  u of toronto zoology                       kipling             henryzootorontoedu  utzoohenry   specific basically to be able to do the things the big dadies can do monitor and control if need be the shuttle  such as the one in australia and such   michael adams nsmcaacad3alaskaedu  im not high just jacked ,2
304,304,from baalkekelvinjplnasagov ron baalke subject re life on mars organization jet propulsion laboratory lines 24 distribution world nntppostinghost kelvinjplnasagov newssoftware vaxvms vnews 141      in article c5ub2sfdzootorontoedu henryzootorontoedu henry spencer writes in article 1993apr201203111pa881ainlandcom schiewerpa881ainlandcom don schiewer writes there are currently no particular plans to do any further searches for life  not quite true  one of the instruments on mars observer will be searching for potential fossil sites     are we going back to mars to look at this face agian   mars observer currently approaching mars will probably try to get a better image or two of the face at some point  its not high priority nobody takes it very seriously  the shadowed half of the face does not look very facelike so all it will take is one shot at a different sun angle to ruin the illusion  the face and the viking landing sites will be targeted by the highresolution camera on mars observer                                ron baalke          baalkekelvinjplnasagov                    jet propulsion lab               ms 5253684 telos  the aweto from new zealand             pasadena ca 91109  is part caterpillar and                                part vegetable  ,2
305,305,from wdmworldstdcom wayne michael subject adobe photo shop type software for unixxmotif platforms summary searching for adobe photo shop type software for unixxmotif platforms keywords image enhancement organization na lines 19  hello      i have been searching for a quality image enhancement and     manipulation package for unixxmotif platforms that is comparable     to adobe photo shop for the mac      i have not been able to find any and would appreciate any     information about such products you could provide      i would be particularly interested in software that runs on hp or     sun workstations and does not require special addin hardware but     would also be interested in other solutions   thank you wayne   wayne michael wdmworldstdcom ,1
306,306,from liveseysolntzewpdsgicom jon livesey subject re political atheists organization sgi lines 15 distribution world nntppostinghost solntzewpdsgicom  in article 1ql0ajinn2kjgapcaltechedu keithccocaltechedu keith allan schneider writes  kmr4pocwruedu keith m ryan writes    but chimps are almost human  does this mean that chimps have a moral will    well chimps must have some system  they live in social groups  as we do so they must have some laws dictating undesired behavior  ah the verb to must   i was warned about that one back in kindergarten  so why must they have such laws  jon ,0
307,307,from inglesenginumichedu ray ingles subject evo  homosexuality was re princeton etc articleid srvr11psosqinn3gg distribution world organization university of michigan engineering ann arbor lines 51 nntppostinghost wormwoodenginumichedu    sorry bill i had to clear this up there may be good evolutionary arguments against homosexuality but these dont qualify  in article c4vwn0jf5darksideosrheuoknoredu bilokcforumosrheedu bill conner writes cwainwright eczcawmipsnottacuk wrote deletions   it would seem odd if homosexuality had any evolutionary function deletions  so every time a man has sex with a woman they intend to produce children  hmmno wonder the world is overpopulated  obviously you keep to the  monty python song  every sperm is sacred  and if as you say it has  a purpose as a means to limit population growth then it is by your own   arguement natural  consider the context im talking about an evolutionary function one of the most basic requirements of evolution is that members of a species procreate those who dont have no purpose in that context   oh i guess all those social insects eg ants bees etc which have one breeding queen and a whole passel of sterile workers are on the way out huh    these days is just aint true  people can decide whether or not to have   children and when  soon they will be able to choose its sex c but thats   another arguement so its more of a lifestyle decision  again by  your arguement since homosexuals can not or choose not to reproduce they  must be akin to people who decide to have sex but not children  both are   as unnatural as each other  yet another nonsequitur sex is an evolutionary function that exists for procreation that it is also recreation is incidental that homosexuals dont procreate means that sex is only recreation and nothing more they serve no evolutionary purpose   i refer you to the bonobos a species of primate as closeley related to humans as chimpanzees that is very closely they have sex all the time homosexual as well as heterosexual when the group finds food they have sex before the go to sleep at night they have sex after they escape from or fight off prdators they have sex sex serves a very important social function above and beyond reproduction in this species a species closely related to humans there is some indication that sex performs a social function in humans as well but even if not this shows that such a function is not impossible   sincerely   ray ingles               inglesenginumichedu   the meek can have the earth the rest of us are going to the stars  robert a heinlein ,0
308,308,from oehlerpicardcswiscedu eric oehler subject translating tttddd to dxf or swiv3d articleid cs1993apr602075113389 distribution usa organization university of wisconsin madison  computer sciences dept lines 8  i am a macuser when it comes to graphics thats what i own software and hardware for and ive recently come across a large number of tttddd format modeling databases  is there any software mac or unix for translating those to something i could use like dxf  please reply via email  thanx eric oehler oehlerpicardcswiscedu ,1
309,309,from jmcockereosncsuedu mitch subject  help  i need some addresses  originator jmcockerc00137100lezeosncsuedu replyto jmcockereosncsuedu mitch organization north carolina state university project eos lines 21   hi all      im trying to get mailing addresses for the following companies  specifically i need addresses for their personnel offices or like bureau  the companies are  9 amroc 9 orbital sciences corp sp 9 spacehab inc  i know this one is somewhere in  99 9   seattle wa or at least part of it is 9 space industries inc  somewhere in houston 9 space enterprises inc  if anybody could point me in the right direction on this i would be most appreciative  i prefer an email response but i will post a summary if sufficient interest exists  thanks  mitchjmcockereosncsuedu ,2
310,310,from deweyriscspsmotcom dewey henize subject re sciskepticreligion was why altatheism organization motorola inc  austintx lines 33 nntppostinghost thugspsmotcom  in article 93103071613j5jpsuvmpsuedu john a johnson j5jpsuvmpsuedu writes  standard groups sci soc talk must conform to stricter rules when being established and must show a certain volume of postings or else they will cease to exist  these groups also reach more sites on usenet than alt groups  i already posted my opinion to mathews suggestion which was that altatheism is on the verge of having too many garbage postings from fundies and elevating its status to a standard group and consequently the volume of such postings could make it unreadable  i tend to agree  i came here when it first started and watched it grow from the roots on talkreligionmisc  it seemed to take a while for enough atheists to come forward to get past the lets trash xians and such now theres a stable core and frankly theres a feeling that this is our group  if we go mainstream were going to be in a lot more places  and every fucking fundy loonie freshman will be dumping on us to find jeesus and warn us that were all going to hell  want to see what well get  go real altfanbrotherjed and imagine that those imbecilic tirades will be here  all the time  every other post  im being selfish  i find i really learn a lot here and the sn isnt too bad  the browns and the boobys are a distraction but they are few enough that they even bring in some of the leavening needed to offset them  but i greatly fear that mainstreaming would basically put us at the swamping level of the conners of the world  regards dew   dewey henize sysnet admin risc hardware 512 8918637 pager 9287447 x 9637 ,0
311,311,from ch981clevelandfreenetedu tony alicea subject re oto the ancient order of oriental templars organization case western reserve university cleveland oh usa lines 11 replyto ch981clevelandfreenetedu tony alicea nntppostinghost helainscwruedu   in a previous article shadessorinccutlercom darrin a hyrup says  they thelema lodge dont have an internet address but they do have a cis address which can be reached via uucpinternet  it is 721051351 so i guess that would be 721051351ciscom or something like that  99compuservecom  tony  ,3
312,312,from stjohnmath1kaistackr ryou seong joon subject wanted multipage gif organization korea advanced institute of science and technology xnewsreader tin 11 pl3 lines       12  hi   i am searching for packages that could handle multipage gif files      are there any on some ftp servers  ill appreciate one which works on pc either on dos or windows 3031 but any package works on unix will be ok  thanks in advance ,1
313,313,from bskendignetcomcom brian kendig subject re 14 apr 93   gods promise in 1 john 1 7 organization starfleet headquarters san francisco lines 33  brianlplarizonaedu brian ceccarelli 6026219615 writes  be warned it is not my job to convert you  that is the job of the holy spirit  and i frankly make a lousy one  i am only here to testify  your conversion is between you and god  i am out of the loop  if you decide to follow jesus of which i indeed would be estatic then all the glory be to god  ive asked your god several times with all my heart to come to me  i really wish i could believe in him cos no matter how much confidence i build up on my own the universe is a big place and it would be so nice to know i have someone watching over me in it  ive gone into this with an open mind  ive layed my beliefs aside from time to time when ive had doubt and ive prayed to see what good that would do  i dont see what more i can do to open myself to your god short of just deciding to believe for no good reason  and if i decide to believe for no good reason why not believe in some other god  zeus seems like a pretty cool candidate  all i know is that in all my searching even though ive set aside my pride and decided that i want to know the truth no matter how difficult it may be to accept i have never had any encounter with any deity christian or otherwise  please tell me what more i can do while still remaining true to myself      brian kendig                             je ne suis fait comme aucun   bskendignetcomcom                de ceux que jai vus jose croire                             netre fait comme aucun de ceux qui existent     the meaning of life     si je ne vaux pas mieux au moins je suis autre      is that it ends                                            rousseau ,3
314,314,from 8725157mlevelsunisaeduau subject cold gas roll control thruster tanks organization university of south australia lines 5  does anyone know how to size cold gas roll control thruster tanks for sounding rockets  thanks in advance jim ,2
315,315,from kilman2yfiuedu yevgeny gene kilman subject re usatoday ad family values organization florida international university miami lines 15  in article c4rzz247junixportalcom danbshellportalcom dan e babcock writes there was a funny ad in usatoday from american family association ill post a few choice parts for your enjoyment all emphases is in the ad im not adding anything all the typos are mine   dans article deleted  i found the same add in our local sunday newspaper the add was placed in the  cartoon section the perfect place for it    yk    ,0
316,316,from bobbeviceicotekcom robert beauchaine subject re genocide is caused by theism  evidence organization tektronix inc beaverton or lines 26  in article 1qid04fcthorusapmchpsnide frankd012s658uucp frank odwyer writes  i dont see anything special about theism in general that makes it a  particular hazard more so than say stupidity anarchy or patriotism    of course it depends on the religion but i see nothing about believing  in gods that in and of itself entails or even promotes xenophobia genocide  etc      if the emphasis is on the in general then of course youre   correct since you havent really said anything  if we restrict   our observations to practiced religions there are lots of   examples of god mandated genocide  just ask the canaanites  the   point is that if you believe in a god and if you believe he has   ordered you to eliminate an entire race you will likely make the   attempt  after all if it was ok in the past it could surely be   ok in the present      bob beauchaine bobbeviceicotekcom   they said that queens could stay they blew the bronx away and sank manhattan out at sea   ,0
317,317,from munizbrwtms2decnetrockwellcom rwtms2munizb subject space event near los angeles ca xadded forwarded by space digest organization via international space university originalsender isuvacationvenaricscmuedu distribution sci lines 55  apologies if this gets posted twice but i dont think the first one made it     for immediate release           contact  oasis 310 3642290     15 april 1993                                los angeles ca       local national space society chapters sponsor talk by la   advocate of lunar power system as energy source for the world     on april 21 the oasis and ventura county chapters of the national  space society will sponsor a talk by lunar power system lps co inventor and vicepresident of the lps coalition dr robert d waldron  it will be held at 730 pm at the rockwell science center in thousand oaks ca     dr waldron is currently a technical specialist in space materials processing with the space systems division of rockwell international in downey california  he is a recognized world authority on lunar materials refinement  he has written or coauthored more than 15 articles or reports on nonterrestrial materials processing or utilization  along with dr david criswell waldron invented the lunarsolar power system concept     momentum is building for a coalition of entrepreneurs legal experts and soviet and us scientists and engineers to build the lunar power system a pollutionfree energy source with a potential to power the globe     for the past three years members of the coalition nearly half from california have rejuvenated the commercial and scientific concept of a solar power system based on the moon     the lps concept entails collecting solar energy on the lunar surface and beaming the power to earth as microwaves transmitted through orbiting antennae  a mature lps offers an enormous source of clean sustainable power to meet the earths ever increasing demand using proven basic technology     oasis organization for the advancement of space industrialization is the greater los angeles chapter of the national space society which is an international nonprofit organization that promotes development of the space frontier the ventura county chapter is based in oxnard ca         where  rockwell science center auditorium 1049 camino                dos rios thousand oaks ca     directions ventura freeway 101 to thousand oaks exit onto                lynn road heading north right turn from 101                north left turn from 101 south after about 12                mile turn left on camino dos rios after about 12                mile make first right into rockwell after camino                colindo parking at top of hill to the left  ,2
318,318,subject xv for msdos  from no email addresseicnetnach organization eicn switzerland lines 42  hi  this is the response for wayne michaeland certainly for otherone    im sorry for      1  the late of the answer but i couldnt find xv221 for msdos cause  9i forgot the addressbut ive retrieve it      2  posting this answer here in compgraphics cause i cant use email 9not yet     2 my bad english cause im a swiss and my language is french   after a long time i retrieve the address where you can find xv for dos  9site9 omnigateclarksonedu 9aliases9 grapeecsclarksonedu 9number9 12815342  9pubmsdosdjgpppub  9its xv221zip  i think   certainly you read the other answer from kevin martin he write about dvx         what is it  could someone answer  9 9thanx in advance      99999999       pascal perret     999perreteicnetnach            ecole dingénieur ets99not available at this time   2400 le locle999999       suisse 9999999     99      enjoy computer 999     99999999      ,1
319,319,from ranarintintincoloradoedu nabeel ahmad rana subject re new newsgroup socreligionislamahmadiyya nntppostinghost rintintincoloradoedu organization university of colorado boulder lines 68   mr esam abdelrahem writes  i urge you all to vote no to the formation of the news group ahmadyaislam if they want to have their own group the word islam shouldnot be attached to  the name of such group we dont consider them as muslims   dr tahir ijaz comments on esam abdelrahems statement  but the problem is we consider ourself to be muslims even though you dont luckily faith is determined by what one believes and is a personal matter you cannot declare the faith of someone else   mr jawad ali then comments on tahir ijazs statement  you are not considering the consequences of your argument  the converse would be that the problem is that muslims dont consider ahmadies to be muslims  who one considers to be ones cobeliever is also a personal matter  it would be just as wrong to tell the muslims who should be included in their selfdefination   the argument by jawad ali is funny he writes the converse would be that the problem is that muslims dont consider ahmadies to be muslims  which is a wrong statement in the light of dr ijazs statement the above statement should be corrected is that some nonahmadi muslims dont consider ahmadimuslims as muslims  so the problem does not get solved who is a muslims and who is not humans cannot decide humans may not declare others faiths its that  simple i dont understand why the mere use of the word islam is becomming such a big issue i have seen numorous postings on the net on this subject and all they say no no you cannot use islam as  the name of your newsgroup    i havent seen a single posting stating what right do they have in declaring the name of others faiths who gives them this authority quran or hadith or something else i want to know this   just a small reminder to all my muslim brothers did ever the  holy prophet of islam muhammad pbuh say to anyone who called himself a muslim  no you are not a muslim    never i challenge all my muslim brothers to produce a single  such evidence from the history of islam  hence if the prophet muhammad could never do that to anyone how could the muslims mullahs or even governments of today do it to anyone do you consider yourself above the holy prophet  muhammad pbuh     sincerely nabeel                                  note                          love for all         views       abeel        ana       hatred for none       are  email ranarintintincoloradoedu       mine  ,3
320,320,from roycrbdcwsncorg roy crabtree subject re a message for you mr president how do you know what happened organization red barn data center lines 83  in article bskendigc5rcbgazpnetcomcom bskendignetcomcom brian kendig writes visserconvexcom lance visser writes  9they cut off the water there were no fire trucks present  they refused to bring in fire equipment for fear that the firemen would be shot at  and the fbiatf go blasting holes into the builing and firing gas munitions  they used a tank to knock a hole in the wall and they released nontoxic nonflammable tear gas into the building  9take a second look at nontoxic nonflammable  99mace sold tothe public is supposedly nontoxic 99whatthey do not tell you is that if you get mace directly 99on the linings of the lungs such as a direct snort to 99the face above certain quantities it reacts similarly 99to a mustard gas inhalation  999i know  my father and grandfather were exposed 999to poison gas in wwi and wwii dad went through 999the side effects of any weapon including those 999nontoxic aerosols  99what the label actually means is   999usually it wont kill you 999it may give you permanent css asthsma 999but thats better than blowing a hole in your 9999head   99all aerosols are flammable if you have enough oxygen 99and hit it with the right igniter  some of the most 99nonflammable substances known will boom or searflame 99if you hit it with the right combo   99lets take one  a trash can fire  makes black smoke 99already burned right  cant go boom right  wrong  99suck that smoke made up of paper that has carbonized 99or burned about 35 of the fuel in it into an air 99conditioning return mix with about 51 air and light 99a match  200 feet of conduit is about the same when 99filled with that smoke mixture as oh say 200 pounds tnt  999that is why the fire codes say no open ceiling 999tiles in buildings  because 35 stories of 999a building have blown out by nonflammable smoke  9so 99take a little nonflammable aerosol 99mix with gasoline or kerosene fumes  999no electricity remeber  a bit of heating 999on the waco plains  boil water to drink 999since the water was cut off  99liberally mix and allow to settle for 14 hours  99fumes vent down into the bus underground and the davidians 99move the children upstairs to a saferoom they had one 99armor plated remember to breath because kids get sick 99and die from tear gas  99and along comes a tracer a spark what have you  999everyone burns to death  try thinking before opening mouth it may not have happened the way the gmen say it did       brian kendig                             je ne suis fait comme aucun   bskendignetcomcom                de ceux que jai vus jose croire                             netre fait comme aucun de ceux qui existent     the meaning of life     si je ne vaux pas mieux au moins je suis autre      is that it ends                                            rousseau   ,3
321,321,from prbaccessdigexcom pat subject re biosphere ii organization express access online communications usa lines 22 nntppostinghost accessdigexnet  in article 19930419062802166almadenibmcom nichovnetibmcom writes in 1q77kuav6accessdigexnet pat writes the work is privately funded  the data belongs to sbv  i dont see either george or fred  scoriating ibm research division for not releasing data    we publish plenty kiddoyou just have to look   never said you didnt publish merely that there is data you dont publish  and that noone scoriates you for those cases    ibm research  publishes plenty its why you ended up  with 2 nobel prizes in the last 10 years  but that some projects are deemed company confidential  att bell labs  keeps lots of stuff private like karamankars algorithm  private moeny is entitled to do what it pleases within the bounds of law  and for all the keepers of the temple of science  should please shove their pointy little heads up their conically shaped posterior orifices     pat  9who just read the sa article on karl fehrabendsp ,2
322,322,subject re there must be a creator maybe from halatpoohbears jim halat replyto halatpoohbears jim halat lines 24  in article 16ba1e927drportersuvmsyredu drportersuvmsyredu brad porter writes     science is wonderful at answering most of our questions  im not the type to question scientific findings very often but  personally i find the theory of evolution to be unfathomable  could humans a highly evolved complex organism that thinks learns and develops truly be an organism that resulted from random genetic mutations and natural selection  stuff deleted  computers are an excellent exampleof evolution without a creator we did not create computers  we did not create the sand that goes into the silicon that goes into the integrated circuits that go into processor board  we took these things and put them together in an interesting way just like plants create oxygen using light through  photosynthesis  its a much bigger leap to talk about something that created everything from nothing  i find it unfathomable to resort to believing in a creator when a much simpler alternative exists we simply are incapable of understanding our beginnings  if there even were beginnings at all  and thats ok with me  the present keeps me perfectly busy  jim halat  ,0
323,323,from scottfcs280sncifcrfgov michael scott subject canon copierprinterpostscript questions nntppostinghost fcs280sncifcrfgov organization frederick cancer research and development center lines 53   printer model and specification  canon clc 500 color laser copier psipu unit postscript intelligent processing unit   hello  we have recently purchased a very expensive and nice color copierprinter  we want to be able to print to it from our sgi iris network  the  copierprinter has both a parallel and scsi interface  i have configured the printer with the lp system using the parallel interface and can print  postscript files to the printer  i can also print rgb files but these are in  turn converted to postscript by an internal filter  the canon clc 500 is a  publication quality printer but the quality of our postscript printouts  are less than acceptable  we create the postscript files with a variaty of  programs such as showcase xv and tops  when we convert to postscript  with tops and use the l option to specify the halftone screen density of 98  rather than the default 40 the output is better but still much less that  acceptable  note that we are starting with a screen image in rgb image format and translating the image into postscript  we suspect that if we could use the scsi interface we would get higher quality  pictures  we have not purchased the software that drives the printer from the  scsi port  to my knowledge this software is 5000 and does not come with a  warranty  the management here does not want to spend this much money without  some assurance that the product will work   here my questions  if anybody on the net uses this printer are you using the scsi or  parallel port  what is the quality of the printouts  is there a way to create high quality postscript printouts  what is the limiting component the postscript language or the postscript interpretor on  the printer   the big question  where can i get some software to drive the scsi port for this printer    please email directly to me i dont not read news on a regular basis  i will post a summary  thanks in advance    9email99scottncifcrfgov phone 9301 8465798         title  9sr systems manageranalyst ,1
324,324, howlandrestonansneteuropaenggtefsdcomuunetmcsungermanyeunetnewsdfndetubsibrdbstu1rztubsdei3150101 subject re gospel dating from i3150101dbstu1rztubsde benedikt rosenau organization technical university braunschweig germany lines 35  in article 66015mimsyumdedu mangoecsumdedu charley wingate writes   deletion i cannot see any evidence for the v b which the cynics in this group would ever accept  as for the second it is the foundation of the religion anyone who claims to have seen the risen jesus back in the 40 day period is a believer and therefore is discounted by those in this group since these are all ancients anyway one again to choose to dismiss the whole thing  the third is as much a metaphysical relationship as anything else even those who agree to it have argued at length over what it means so again i dont see how evidence is possible    no cookies charlie the claims that jesus have been seen are discredited as extraordinary claims that dont match their evidence in this case it is for one that the gospels cannot even agree if it was jesus who has been seen further there are zillions of other spook stories and one would hardly consider others even in a religious context to be some evidence of a resurrection   there have been more elaborate arguments made but it looks as if they have not passed your post filtering     i thus interpret the extraordinary claims claim as a statement that the speaker will not accept any evidence on the matter   it is no evidence in the strict meaning if there was actual evidence it would probably be part of it but the says nothing about the claims     charlie i have seen invisible pink unicorns by your standards we have evidence for ipus now    benedikt ,0
325,325,from skinnersp94csrduiucedu gregg skinner subject re language and agreement replyto gskinneruiucedu organization uiuc center for supercomputing research and development lines 16  m23364mwunixmitreorg james meritt writes  mr meritt please state explicitly the inductive argument which leads you to conclude mr tice thinks it ok to take biblical quotes out of context in some other trm articles  also please explain why you rely on inductive reasoning with its implicit uncertainty in determining mr tices opinions when the man is himself clearly available for questioning  finally please indicate whether you agree yes or no with the following statement     the word agree and the phrase not disagree are identical in    meaning  ,3
326,326,from starowlrahulnet michael d adams subject re 14 apr 93   gods promise in 1 john 1 7 replyto starowlrahulnet organization southeast alabama society of warm and fuzzy star worshippers lines 14 nntppostinghost bolero xnewsreader tin version 11 pl8  on 15 apr 1993 223440 gmt eric sieferman observed   christian  washed in the blood of the lamb  mithraist  washed in the blood of the bull   if anyone in netland is in the process of devising a new religion  do not use the lamb or the bull because they have already been  reserved  please choose another animal preferably one not  on the endangered species list    how about washed in the blood of barney the dinosaur     michael d adams  starowla2irahulnet ,3
